Date	Open	High	Low	Close*	Adj Close**	Volume
Dec 21, 2022	241.69	245.62	240.11	244.43	243.29	23,690,600
Dec 20, 2022	239.40	242.91	238.42	241.80	240.67	25,150,800
Dec 19, 2022	244.86	245.21	238.71	240.45	239.33	29,696,400
Dec 16, 2022	248.55	249.84	243.51	244.69	243.55	86,102,000
Dec 15, 2022	253.72	254.20	247.34	249.01	247.85	35,560,400
Dec 14, 2022	257.13	262.59	254.31	257.22	256.02	35,410,900
Dec 13, 2022	261.69	263.92	253.07	256.92	255.72	42,196,900
Dec 12, 2022	247.45	252.54	247.17	252.51	251.33	30,665,100
Dec 09, 2022	244.70	248.31	244.16	245.42	244.27	20,609,700
Dec 08, 2022	244.84	248.74	243.06	247.40	246.24	22,611,800
Dec 07, 2022	244.83	246.16	242.21	244.37	243.23	20,481,500
Dec 06, 2022	250.82	251.86	243.78	245.12	243.97	22,463,700
Dec 05, 2022	252.01	253.82	248.06	250.20	249.03	23,435,300
Dec 02, 2022	249.82	256.06	249.69	255.02	253.83	21,528,500
Dec 01, 2022	253.87	256.12	250.92	254.69	253.50	26,041,500
Nov 30, 2022	240.57	255.33	239.86	255.14	253.95	47,594,200
Nov 29, 2022	241.40	242.79	238.21	240.33	239.21	17,956,300
Nov 28, 2022	246.08	246.65	240.80	241.76	240.63	24,778,200
Nov 25, 2022	247.31	248.70	246.73	247.49	246.33	9,200,800
Nov 23, 2022	245.11	248.28	244.27	247.58	246.42	19,508,500
Nov 22, 2022	243.59	245.31	240.71	245.03	243.88	19,665,700
Nov 21, 2022	241.43	244.67	241.19	242.05	240.92	26,394,700
Nov 18, 2022	243.51	243.74	239.03	241.22	240.09	27,613,500
Nov 17, 2022	237.78	243.25	237.63	241.68	240.55	23,123,500
Nov 16, 2022	242.79	243.80	240.42	241.73	240.60	24,093,300
Nov 15, 2022	245.66	247.00	240.03	241.97	240.16	31,390,100
Nov 14, 2022	241.99	243.91	239.21	241.55	239.75	31,123,300
Nov 11, 2022	242.99	247.99	241.93	247.11	245.26	34,620,200
Nov 10, 2022	235.43	243.33	235.00	242.98	241.16	46,268,000
Nov 09, 2022	227.37	228.63	224.33	224.51	222.83	27,852,900
Nov 08, 2022	228.70	231.65	225.84	228.87	227.16	28,192,500
Nov 07, 2022	221.99	228.41	221.28	227.87	226.17	33,498,000
Nov 04, 2022	217.55	221.59	213.43	221.39	219.74	36,789,100
Nov 03, 2022	220.09	220.41	213.98	214.25	212.65	36,633,900
Nov 02, 2022	229.46	231.30	220.04	220.10	218.46	38,407,000
Nov 01, 2022	234.60	235.74	227.33	228.17	226.47	30,592,300
Oct 31, 2022	233.76	234.92	231.15	232.13	230.40	28,357,300
Oct 28, 2022	226.24	236.60	226.05	235.87	234.11	40,647,700
Oct 27, 2022	231.04	233.69	225.78	226.75	225.06	40,424,600
Oct 26, 2022	231.17	238.30	230.06	231.32	229.59	82,543,200
Oct 25, 2022	247.26	251.04	245.83	250.66	248.79	34,775,500
Oct 24, 2022	243.76	247.84	241.30	247.25	245.40	24,911,200
Oct 21, 2022	234.74	243.00	234.50	242.12	240.31	26,299,700
Oct 20, 2022	235.77	241.31	234.87	236.15	234.39	21,811,000
Oct 19, 2022	237.04	239.61	234.29	236.48	234.71	19,985,700
Oct 18, 2022	243.24	243.93	235.37	238.50	236.72	26,329,600
Oct 17, 2022	235.82	238.96	235.14	237.53	235.76	28,142,300
Oct 14, 2022	235.54	237.24	228.34	228.56	226.85	30,198,600
Oct 13, 2022	219.85	236.10	219.13	234.24	232.49	42,551,800
Oct 12, 2022	225.40	227.86	223.96	225.75	224.06	21,903,900
Oct 11, 2022	227.62	229.06	224.11	225.41	223.73	30,474,000
Oct 10, 2022	233.05	234.56	226.73	229.25	227.54	29,743,600
Oct 07, 2022	240.90	241.32	233.17	234.24	232.49	37,769,600
Oct 06, 2022	247.93	250.34	246.08	246.79	244.95	20,239,900
Oct 05, 2022	245.99	250.58	244.10	249.20	247.34	20,347,100
Oct 04, 2022	245.09	250.36	244.98	248.88	247.02	34,888,400
Oct 03, 2022	235.41	241.61	234.66	240.74	238.94	28,880,400
Sep 30, 2022	238.29	240.54	232.73	232.90	231.16	35,694,800
Sep 29, 2022	238.89	239.95	234.41	237.50	235.73	27,484,200
Sep 28, 2022	236.81	242.33	234.73	241.07	239.27	29,029,700
Sep 27, 2022	239.98	241.80	234.50	236.41	234.64	27,018,700
Sep 26, 2022	237.05	241.45	236.90	237.45	235.68	27,694,200
Sep 23, 2022	239.54	241.13	235.20	237.92	236.14	34,176,000
Sep 22, 2022	237.87	243.86	237.57	240.98	239.18	31,061,200
Sep 21, 2022	244.27	247.66	238.90	238.95	237.16	28,625,600
Sep 20, 2022	242.07	243.51	239.64	242.45	240.64	26,660,300
Sep 19, 2022	242.47	245.14	240.85	244.52	242.69	26,826,900
Sep 16, 2022	244.26	245.30	242.06	244.74	242.91	39,791,800
Sep 15, 2022	249.77	251.40	244.02	245.38	243.55	31,530,900
Sep 14, 2022	253.53	254.23	249.86	252.22	250.34	23,913,000
Sep 13, 2022	258.84	260.40	251.59	251.99	250.11	33,353,300
Sep 12, 2022	265.78	267.45	265.16	266.65	264.66	18,747,700
Sep 09, 2022	260.50	265.23	260.29	264.46	262.48	22,084,700
Sep 08, 2022	257.51	260.43	254.79	258.52	256.59	20,319,900
Sep 07, 2022	254.70	258.83	253.22	258.09	256.16	24,126,700
Sep 06, 2022	256.20	257.83	251.94	253.25	251.36	21,328,200
Sep 02, 2022	261.70	264.74	254.47	256.06	254.15	22,855,400
Sep 01, 2022	258.87	260.89	255.41	260.40	258.45	23,263,400
Aug 31, 2022	265.39	267.11	261.33	261.47	259.52	24,791,800
Aug 30, 2022	266.67	267.05	260.66	262.97	261.01	22,767,100
Aug 29, 2022	265.85	267.40	263.85	265.23	263.25	20,338,500
Aug 26, 2022	279.08	280.34	267.98	268.09	266.09	27,549,300
Aug 25, 2022	277.33	279.02	274.52	278.85	276.77	16,583,400
Aug 24, 2022	275.41	277.23	275.11	275.79	273.73	18,137,000
Aug 23, 2022	276.44	278.86	275.40	276.44	274.37	17,527,400
Aug 22, 2022	282.08	282.46	277.22	277.75	275.67	25,061,100
Aug 19, 2022	288.90	289.25	285.56	286.15	284.01	20,570,000
Aug 18, 2022	290.19	291.91	289.08	290.17	288.00	17,186,200
Aug 17, 2022	289.74	293.35	289.47	291.32	289.14	18,253,400
Aug 16, 2022	291.99	294.04	290.42	292.71	289.91	18,102,900
Aug 15, 2022	291.00	294.18	290.11	293.47	290.66	18,085,700
Aug 12, 2022	288.48	291.91	286.94	291.91	289.12	22,619,700
Aug 11, 2022	290.85	291.21	286.51	287.02	284.27	20,065,900
Aug 10, 2022	288.17	289.81	286.94	289.16	286.39	24,687,800
Aug 09, 2022	279.64	283.08	277.61	282.30	279.60	23,405,200
Aug 08, 2022	284.05	285.92	279.32	280.32	277.64	18,739,200
Aug 05, 2022	279.15	283.65	278.68	282.91	280.20	16,774,600
Aug 04, 2022	281.80	283.80	280.17	283.65	280.93	18,098,700
Aug 03, 2022	276.76	283.50	276.61	282.47	279.77	23,518,900
Aug 02, 2022	276.00	277.89	272.38	274.82	272.19	22,754,200
Aug 01, 2022	277.82	281.28	275.84	278.01	275.35	21,539,600
Jul 29, 2022	277.70	282.00	276.63	280.74	278.05	32,152,800
Jul 28, 2022	269.75	277.84	267.87	276.41	273.76	33,459,300
Jul 27, 2022	261.16	270.05	258.85	268.74	266.17	45,994,000
Jul 26, 2022	259.86	259.88	249.57	251.90	249.49	39,348,000
Jul 25, 2022	261.00	261.50	256.81	258.83	256.35	21,056,000
Jul 22, 2022	265.24	265.33	259.07	260.36	257.87	21,881,300
Jul 21, 2022	259.79	264.89	257.03	264.84	262.30	22,404,700
Jul 20, 2022	259.90	264.87	258.91	262.27	259.76	22,788,300
Jul 19, 2022	257.58	259.72	253.68	259.53	257.05	25,012,600
Jul 18, 2022	259.75	260.84	253.30	254.25	251.82	20,975,000
Jul 15, 2022	255.72	260.37	254.77	256.72	254.26	29,774,100
Jul 14, 2022	250.57	255.14	245.94	254.08	251.65	25,102,800
Jul 13, 2022	250.19	253.55	248.11	252.72	250.30	29,497,400
Jul 12, 2022	265.88	265.94	252.04	253.67	251.24	35,868,500
Jul 11, 2022	265.65	266.53	262.18	264.51	261.98	19,455,200
Jul 08, 2022	264.79	268.10	263.29	267.66	265.10	19,658,800
Jul 07, 2022	265.12	269.06	265.02	268.40	265.83	20,859,900
Jul 06, 2022	263.75	267.99	262.40	266.21	263.66	23,824,400
Jul 05, 2022	256.16	262.98	254.74	262.85	260.33	22,941,000
Jul 01, 2022	256.39	259.77	254.61	259.58	257.09	22,837,700
Jun 30, 2022	257.05	259.53	252.90	256.83	254.37	31,730,900
Jun 29, 2022	257.59	261.97	255.76	260.26	257.77	20,069,800
Jun 28, 2022	263.98	266.91	256.32	256.48	254.02	27,295,500
Jun 27, 2022	268.21	268.30	263.28	264.89	262.35	24,615,100
Jun 24, 2022	261.81	267.98	261.72	267.70	265.14	33,923,200
Jun 23, 2022	255.57	259.37	253.63	258.86	256.38	25,861,400
Jun 22, 2022	251.89	257.17	250.37	253.13	250.71	25,939,900
Jun 21, 2022	250.26	254.75	249.51	253.74	251.31	29,928,300
Jun 17, 2022	244.70	250.50	244.03	247.65	245.28	43,084,800
Jun 16, 2022	245.98	247.42	243.02	244.97	242.62	33,169,200
Jun 15, 2022	248.31	255.30	246.42	251.76	249.35	33,111,700
Jun 14, 2022	243.86	245.74	241.51	244.49	242.15	28,651,500
Jun 13, 2022	245.11	249.02	241.53	242.26	239.94	46,135,800
Jun 10, 2022	260.58	260.58	252.53	252.99	250.57	31,422,800
Jun 09, 2022	267.78	272.71	264.63	264.79	262.26	26,439,700
Jun 08, 2022	271.71	273.00	269.61	270.41	267.82	17,372,300
Jun 07, 2022	266.64	273.13	265.94	272.50	269.89	22,860,700
Jun 06, 2022	272.06	274.18	267.22	268.75	266.18	22,400,300
Jun 03, 2022	270.31	273.45	268.41	270.02	267.43	28,059,000
Jun 02, 2022	264.45	274.65	261.60	274.58	271.95	44,008,200
Jun 01, 2022	275.20	277.69	270.04	272.42	269.81	25,292,200
May 31, 2022	272.53	274.77	268.93	271.87	269.27	37,827,700
May 27, 2022	268.48	273.34	267.56	273.24	270.62	26,910,800
May 26, 2022	262.27	267.11	261.43	265.90	263.35	25,002,100
May 25, 2022	258.14	264.58	257.13	262.52	260.01	28,547,900
May 24, 2022	257.89	261.33	253.50	259.62	257.13	29,043,900
May 23, 2022	255.49	261.50	253.43	260.65	258.15	33,175,400
May 20, 2022	257.24	258.54	246.44	252.56	250.14	39,199,300
May 19, 2022	253.90	257.67	251.88	253.14	250.72	32,692,300
May 18, 2022	263.00	263.60	252.77	254.08	251.65	31,356,000
May 17, 2022	266.11	268.33	262.46	266.82	263.65	28,828,800
May 16, 2022	259.96	265.82	255.78	261.50	258.39	32,550,900
May 13, 2022	257.35	263.04	255.35	261.12	258.02	34,925,100
May 12, 2022	257.69	259.88	250.02	255.35	252.32	51,033,800
May 11, 2022	265.68	271.36	259.30	260.55	257.46	48,975,900
May 10, 2022	271.69	273.75	265.07	269.50	266.30	39,336,400
May 09, 2022	270.06	272.36	263.32	264.58	261.44	47,726,000
May 06, 2022	274.81	279.25	271.27	274.73	271.47	37,780,300
May 05, 2022	285.54	286.35	274.34	277.35	274.06	43,260,400
May 04, 2022	282.59	290.88	276.73	289.98	286.54	33,599,300
May 03, 2022	283.96	284.13	280.15	281.78	278.43	25,978,600
May 02, 2022	277.71	284.94	276.22	284.47	281.09	35,151,100
Apr 29, 2022	288.61	289.88	276.50	277.52	274.22	37,073,900
Apr 28, 2022	285.19	290.98	281.46	289.63	286.19	33,646,600
Apr 27, 2022	282.10	290.97	279.16	283.22	279.86	63,477,700
Apr 26, 2022	277.50	278.36	270.00	270.22	267.01	46,518,400
Apr 25, 2022	273.29	281.11	270.77	280.72	277.39	35,678,900
Apr 22, 2022	281.68	283.20	273.38	274.03	270.78	29,405,800
Apr 21, 2022	288.58	293.30	280.06	280.81	277.48	29,454,600
Apr 20, 2022	289.40	289.70	285.37	286.36	282.96	22,906,700
Apr 19, 2022	279.38	286.17	278.41	285.30	281.91	22,297,700
Apr 18, 2022	278.91	282.46	278.34	280.52	277.19	20,778,000
Apr 14, 2022	288.09	288.31	279.32	279.83	276.51	28,221,600
Apr 13, 2022	282.73	288.58	281.30	287.62	284.20	21,907,200
Apr 12, 2022	289.24	290.74	280.49	282.06	278.71	30,966,700
Apr 11, 2022	291.79	292.61	285.00	285.26	281.87	34,569,300
Apr 08, 2022	300.44	301.12	296.28	296.97	293.44	24,361,900
Apr 07, 2022	296.66	303.65	296.35	301.37	297.79	31,411,200
Apr 06, 2022	305.19	307.00	296.71	299.50	295.94	40,110,400
Apr 05, 2022	313.27	314.87	309.87	310.88	307.19	23,156,700
Apr 04, 2022	310.09	315.11	309.71	314.97	311.23	24,289,600
Apr 01, 2022	309.37	310.13	305.54	309.42	305.75	27,110,500
Mar 31, 2022	313.90	315.14	307.89	308.31	304.65	33,422,100
Mar 30, 2022	313.76	315.95	311.58	313.86	310.13	28,163,600
Mar 29, 2022	313.91	315.82	309.05	315.41	311.66	30,393,400
Mar 28, 2022	304.33	310.80	304.33	310.70	307.01	29,578,200
Mar 25, 2022	305.23	305.50	299.29	303.68	300.07	22,566,500
Mar 24, 2022	299.14	304.20	298.32	304.10	300.49	24,484,500
Mar 23, 2022	300.51	303.23	297.72	299.49	295.93	25,715,400
Mar 22, 2022	299.80	305.00	298.77	304.06	300.45	27,599,700
Mar 21, 2022	298.89	300.14	294.90	299.16	295.61	28,351,200
Mar 18, 2022	295.37	301.00	292.73	300.43	296.86	43,390,600
Mar 17, 2022	293.29	295.61	289.37	295.22	291.71	30,816,600
Mar 16, 2022	289.11	294.57	283.20	294.39	290.89	37,826,300
Mar 15, 2022	280.35	287.82	278.73	287.15	283.74	34,245,100
Mar 14, 2022	280.34	285.40	275.82	276.44	273.16	30,660,700
Mar 11, 2022	287.96	289.51	279.43	280.07	276.74	27,209,300
Mar 10, 2022	283.02	286.60	280.58	285.59	282.20	30,628,000
Mar 09, 2022	283.44	289.60	280.78	288.50	285.07	35,204,500
Mar 08, 2022	277.80	283.96	270.00	275.85	272.57	48,159,500
Mar 07, 2022	288.53	289.69	278.53	278.91	275.60	43,157,200
Mar 04, 2022	294.29	295.66	287.17	289.86	286.42	32,356,500
Mar 03, 2022	302.89	303.13	294.05	295.92	292.41	27,314,500
Mar 02, 2022	295.36	301.47	293.70	300.19	296.63	31,873,000
Mar 01, 2022	296.40	299.97	292.15	294.95	291.45	31,217,800
Feb 28, 2022	294.31	299.14	293.00	298.79	295.24	34,627,500
Feb 25, 2022	295.14	297.63	291.65	297.31	293.78	32,546,700
Feb 24, 2022	272.51	295.16	271.52	294.59	291.09	56,989,700
Feb 23, 2022	290.18	291.70	280.10	280.27	276.94	37,811,200
Feb 22, 2022	285.00	291.54	284.50	287.72	284.30	41,736,100
Feb 18, 2022	293.05	293.86	286.31	287.93	284.51	34,264,000
Feb 17, 2022	296.36	296.80	290.00	290.73	287.28	32,461,600
Feb 16, 2022	298.37	300.87	293.68	299.50	295.94	29,982,100
Feb 15, 2022	300.01	300.80	297.02	300.47	296.29	27,058,300
Feb 14, 2022	293.77	296.76	291.35	295.00	290.90	36,359,500
Feb 11, 2022	303.19	304.29	294.22	295.04	290.93	39,175,600
Feb 10, 2022	304.04	309.12	300.70	302.38	298.17	45,386,200
Feb 09, 2022	309.87	311.93	307.39	311.21	306.88	31,284,700
Feb 08, 2022	301.25	305.56	299.95	304.56	300.32	32,421,200
Feb 07, 2022	306.17	307.84	299.90	300.95	296.76	28,533,300
Feb 04, 2022	300.21	308.80	299.97	305.94	301.68	35,096,500
Feb 03, 2022	309.49	311.23	299.96	301.25	297.06	43,730,000
Feb 02, 2022	309.63	315.12	308.88	313.46	309.10	36,636,000
Feb 01, 2022	310.41	310.63	305.13	308.76	304.46	40,950,400
Jan 31, 2022	308.95	312.38	306.37	310.98	306.65	46,444,500
Jan 28, 2022	300.23	308.48	294.45	308.26	303.97	49,743,700
Jan 27, 2022	302.66	307.30	297.93	299.84	295.67	53,481,300
Jan 26, 2022	307.99	308.50	293.03	296.71	292.58	90,428,900
Jan 25, 2022	291.52	294.99	285.17	288.49	284.48	72,848,600
Jan 24, 2022	292.20	297.11	276.05	296.37	292.25	85,731,500
Jan 21, 2022	302.69	304.11	295.61	296.03	291.91	57,984,400
Jan 20, 2022	309.07	311.65	301.14	301.60	297.40	35,380,700
Jan 19, 2022	306.29	313.91	302.70	303.33	299.11	45,933,900
Jan 18, 2022	304.07	309.80	301.74	302.65	298.44	42,333,200
Jan 14, 2022	304.25	310.82	303.75	310.20	305.88	39,846,400
Jan 13, 2022	320.47	320.88	304.00	304.80	300.56	45,366,000
Jan 12, 2022	319.67	323.41	317.08	318.27	313.84	34,372,200
Jan 11, 2022	313.38	316.61	309.89	314.98	310.60	29,386,800
Jan 10, 2022	309.49	314.72	304.69	314.27	309.90	44,289,500
Jan 07, 2022	314.15	316.50	310.09	314.04	309.67	32,720,000
Jan 06, 2022	313.15	318.70	311.49	313.88	309.51	39,646,100
Jan 05, 2022	325.86	326.07	315.98	316.38	311.98	40,054,300
Jan 04, 2022	334.83	335.20	326.12	329.01	324.43	32,674,300
Jan 03, 2022	335.35	338.00	329.78	334.75	330.09	28,865,100
Dec 31, 2021	338.51	339.36	335.85	336.32	331.64	18,000,800
Dec 30, 2021	341.91	343.13	338.82	339.32	334.60	15,994,500
Dec 29, 2021	341.30	344.30	339.68	341.95	337.19	15,042,000
Dec 28, 2021	343.15	343.81	340.32	341.25	336.50	15,661,500
Dec 27, 2021	335.46	342.48	335.43	342.45	337.69	19,947,000
Dec 23, 2021	332.75	336.39	332.73	334.69	330.03	19,617,800
Dec 22, 2021	328.30	333.61	325.75	333.20	328.56	24,831,500
Dec 21, 2021	323.29	327.73	319.80	327.29	322.74	24,740,600
Dec 20, 2021	320.05	322.80	317.57	319.91	315.46	28,326,500
Dec 17, 2021	320.88	324.92	317.25	323.80	319.29	47,750,300
Dec 16, 2021	335.71	336.76	323.02	324.90	320.38	35,034,800
Dec 15, 2021	328.61	335.19	324.50	334.65	329.99	35,381,100
Dec 14, 2021	333.22	334.64	324.11	328.34	323.77	44,438,700
Dec 13, 2021	340.68	343.79	339.08	339.40	334.68	28,899,400
Dec 10, 2021	334.98	343.00	334.79	342.54	337.77	38,095,700
Dec 09, 2021	334.41	336.49	332.12	333.10	328.47	22,214,200
Dec 08, 2021	335.31	335.50	330.80	334.97	330.31	24,761,000
Dec 07, 2021	331.64	335.80	330.10	334.92	330.26	31,021,900
Dec 06, 2021	323.95	327.45	319.23	326.19	321.65	30,032,600
Dec 03, 2021	331.99	332.70	318.03	323.01	318.52	41,779,300
Dec 02, 2021	330.30	333.49	327.80	329.49	324.91	30,766,000
Dec 01, 2021	335.13	339.28	329.39	330.08	325.49	33,337,600
Nov 30, 2021	335.32	337.78	328.99	330.59	325.99	42,885,600
Nov 29, 2021	334.94	339.03	334.74	336.63	331.95	28,563,500
Nov 26, 2021	334.35	337.93	328.12	329.68	325.09	24,217,200
Nov 24, 2021	336.28	338.16	333.91	337.91	333.21	21,661,300
Nov 23, 2021	337.05	339.45	333.56	337.68	332.98	30,427,600
Nov 22, 2021	344.62	349.67	339.55	339.83	335.10	31,031,100
Nov 19, 2021	342.64	345.10	342.20	343.11	338.34	21,963,400
Nov 18, 2021	338.18	342.45	337.12	341.27	336.52	22,463,500
Nov 17, 2021	338.94	342.19	338.00	339.12	334.40	19,053,400
Nov 16, 2021	335.68	340.67	335.51	339.51	334.17	20,886,800
Nov 15, 2021	337.54	337.88	334.03	336.07	330.79	16,723,000
Nov 12, 2021	333.92	337.23	333.79	336.72	331.43	23,831,000
Nov 11, 2021	331.25	333.77	330.51	332.43	327.21	16,849,800
Nov 10, 2021	334.57	334.63	329.92	330.80	325.60	25,500,900
Nov 09, 2021	337.11	338.72	334.53	335.95	330.67	21,307,400
Nov 08, 2021	337.30	337.65	334.44	336.99	331.69	20,897,000
Nov 05, 2021	338.51	338.79	334.42	336.06	330.78	22,570,100
Nov 04, 2021	332.89	336.54	329.51	336.44	331.15	23,992,200
Nov 03, 2021	333.90	334.90	330.65	334.00	328.75	21,500,100
Nov 02, 2021	330.31	333.45	330.00	333.13	327.89	26,487,100
Nov 01, 2021	331.36	331.49	326.37	329.37	324.19	27,073,200
Oct 29, 2021	324.13	332.00	323.90	331.62	326.41	34,766,000
Oct 28, 2021	324.33	324.87	321.36	324.35	319.25	26,297,900
Oct 27, 2021	316.00	326.10	316.00	323.17	318.09	52,588,700
Oct 26, 2021	311.00	312.40	308.60	310.11	305.24	28,107,300
Oct 25, 2021	309.36	309.40	306.46	308.13	303.29	17,554,500
Oct 22, 2021	310.40	311.09	307.80	309.16	304.30	17,449,300
Oct 21, 2021	307.17	311.02	306.36	310.76	305.88	16,918,100
Oct 20, 2021	309.21	309.70	306.11	307.41	302.58	16,537,100
Oct 19, 2021	308.35	309.30	307.22	308.23	303.39	17,682,100
Oct 18, 2021	303.57	308.21	302.69	307.29	302.46	22,729,300
Oct 15, 2021	302.34	304.45	300.52	304.21	299.43	25,384,800
Oct 14, 2021	299.21	303.27	297.83	302.75	297.99	27,262,900
Oct 13, 2021	294.91	297.28	293.49	296.31	291.65	23,416,300
Oct 12, 2021	295.34	295.44	292.35	292.88	288.28	17,974,100
Oct 11, 2021	292.92	297.97	292.75	294.23	289.61	19,298,600
Oct 08, 2021	296.22	296.64	293.76	294.85	290.22	17,685,700
Oct 07, 2021	295.18	296.64	293.92	294.85	290.22	20,430,500
Oct 06, 2021	285.78	293.63	285.51	293.11	288.50	28,002,600
Oct 05, 2021	284.05	290.40	284.05	288.76	284.22	24,993,000
Oct 04, 2021	287.40	287.75	280.25	283.11	278.66	31,350,700
Oct 01, 2021	282.12	289.98	281.29	289.10	284.56	30,086,300
Sep 30, 2021	285.71	287.83	281.62	281.92	277.49	32,343,600
Sep 29, 2021	285.10	286.77	283.01	284.00	279.54	26,353,700
Sep 28, 2021	289.80	290.78	282.75	283.52	279.06	43,186,200
Sep 27, 2021	296.14	296.47	292.94	294.17	289.55	23,571,700
Sep 24, 2021	298.23	299.80	296.93	299.35	294.65	14,999,000
Sep 23, 2021	298.85	300.90	297.53	299.56	294.85	18,604,600
Sep 22, 2021	296.73	300.22	294.51	298.58	293.89	26,626,300
Sep 21, 2021	295.69	297.54	294.07	294.80	290.17	22,364,100
Sep 20, 2021	296.33	298.72	289.52	294.30	289.68	38,278,700
Sep 17, 2021	304.17	304.50	299.53	299.87	295.16	41,372,500
Sep 16, 2021	303.76	305.31	300.76	305.22	300.42	19,550,800
Sep 15, 2021	303.26	305.32	301.82	304.82	300.03	28,356,300
Sep 14, 2021	299.56	301.39	298.10	299.79	295.08	21,853,400
Sep 13, 2021	297.55	298.54	294.08	296.99	292.32	23,652,900
Sep 10, 2021	298.42	299.92	295.38	295.71	291.06	19,633,400
Sep 09, 2021	300.82	302.14	297.00	297.25	292.58	19,927,000
Sep 08, 2021	299.78	300.61	297.47	300.21	295.49	15,046,800
Sep 07, 2021	301.01	301.09	298.20	300.18	295.46	17,180,400
Sep 03, 2021	300.99	302.60	300.26	301.14	296.41	14,747,900
Sep 02, 2021	302.20	303.36	300.18	301.15	296.42	16,285,600
Sep 01, 2021	302.87	305.19	301.49	301.83	297.09	18,983,800
Aug 31, 2021	304.42	304.50	301.50	301.88	297.14	26,285,300
Aug 30, 2021	301.12	304.22	301.06	303.59	298.82	16,348,100
Aug 27, 2021	298.99	300.87	296.83	299.72	295.01	22,605,700
Aug 26, 2021	300.99	302.43	298.95	299.09	294.39	17,666,100
Aug 25, 2021	304.30	304.59	300.42	302.01	297.26	20,006,100
Aug 24, 2021	305.02	305.65	302.00	302.62	297.86	18,175,800
Aug 23, 2021	303.25	305.40	301.85	304.65	299.86	22,830,200
Aug 20, 2021	299.72	305.84	298.06	304.36	299.58	40,817,600
Aug 19, 2021	288.69	297.47	288.64	296.77	292.11	29,850,500
Aug 18, 2021	292.04	294.82	290.27	290.73	286.16	21,813,000
Aug 17, 2021	292.39	293.43	291.08	293.08	287.92	20,075,300
Aug 16, 2021	293.19	294.82	290.02	294.60	289.42	22,507,600
Aug 13, 2021	289.48	292.90	289.30	292.85	287.70	18,249,000
Aug 12, 2021	286.63	289.97	286.34	289.81	284.71	14,561,300
Aug 11, 2021	287.21	288.66	285.86	286.95	281.90	13,955,900
Aug 10, 2021	288.80	289.25	285.20	286.44	281.40	18,616,600
Aug 09, 2021	289.75	291.55	287.81	288.33	283.26	16,117,600
Aug 06, 2021	288.51	289.50	287.62	289.46	284.37	16,589,300
Aug 05, 2021	286.88	289.63	286.10	289.52	284.43	13,900,200
Aug 04, 2021	286.22	287.59	284.65	286.51	281.47	16,191,300
Aug 03, 2021	285.42	287.23	284.00	287.12	282.07	17,879,000
Aug 02, 2021	286.36	286.77	283.74	284.82	279.81	16,267,400
Jul 30, 2021	285.17	286.66	283.91	284.91	279.90	20,944,800
Jul 29, 2021	286.24	288.62	286.08	286.50	281.46	18,168,300
Jul 28, 2021	288.99	290.15	283.83	286.22	281.18	33,566,900
Jul 27, 2021	289.43	289.58	282.95	286.54	281.50	33,604,100
Jul 26, 2021	289.00	289.69	286.64	289.05	283.96	23,176,100
Jul 23, 2021	287.37	289.99	286.50	289.67	284.57	22,768,100
Jul 22, 2021	283.84	286.42	283.42	286.14	281.11	23,384,100
Jul 21, 2021	278.90	281.52	277.29	281.40	276.45	24,364,300
Jul 20, 2021	278.03	280.97	276.26	279.32	274.41	26,259,700
Jul 19, 2021	278.93	280.37	274.45	277.01	272.14	32,935,600
Jul 16, 2021	282.07	284.10	279.46	280.75	275.81	26,186,800
Jul 15, 2021	282.00	282.51	279.83	281.03	276.09	22,604,200
Jul 14, 2021	282.35	283.66	280.55	282.51	277.54	23,113,700
Jul 13, 2021	277.52	282.85	277.39	280.98	276.04	26,120,100
Jul 12, 2021	279.16	279.77	276.58	277.32	272.44	18,931,700
Jul 09, 2021	275.72	278.05	275.32	277.94	273.05	23,916,700
Jul 08, 2021	276.90	278.73	274.87	277.42	272.54	24,618,600
Jul 07, 2021	279.40	280.69	277.15	279.93	275.00	23,260,000
Jul 06, 2021	278.03	279.37	274.30	277.66	272.77	31,565,600
Jul 02, 2021	272.82	278.00	272.50	277.65	272.76	26,458,000
Jul 01, 2021	269.61	271.84	269.60	271.60	266.82	16,725,300
Jun 30, 2021	270.69	271.36	269.60	270.90	266.13	21,656,500
Jun 29, 2021	268.87	271.65	267.98	271.40	266.62	19,937,800
Jun 28, 2021	266.19	268.90	265.91	268.72	263.99	19,590,000
Jun 25, 2021	266.23	267.25	264.76	265.02	260.36	25,611,100
Jun 24, 2021	266.16	267.85	265.47	266.69	262.00	21,446,900
Jun 23, 2021	265.99	266.83	264.43	265.27	260.60	19,518,700
Jun 22, 2021	262.72	265.79	262.40	265.51	260.84	24,694,100
Jun 21, 2021	259.82	263.52	257.92	262.63	258.01	26,696,100
Jun 18, 2021	259.63	262.30	258.75	259.43	254.87	37,202,200
Jun 17, 2021	256.07	261.75	256.01	260.90	256.31	27,565,500
Jun 16, 2021	259.40	260.58	254.42	257.38	252.85	27,220,000
Jun 15, 2021	259.77	259.99	257.68	258.36	253.81	18,038,900
Jun 14, 2021	257.90	259.95	256.80	259.89	255.32	19,150,500
Jun 11, 2021	257.99	258.49	256.61	257.89	253.35	18,999,700
Jun 10, 2021	254.29	257.46	253.67	257.24	252.71	24,563,600
Jun 09, 2021	253.81	255.53	253.21	253.59	249.13	17,937,600
